age,marital,address,income,inccat,ed,employ,retire,gender,reside,wireless,multline,voice,pager,internet,callid,callwait,owntv,ownvcr,owncd,ownpda,ownpc,ownfax,news,response
26,Married,7,15,Under $25,Did not complete high school,0,No,Male,3,No,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,No,Yes
48,Unmarried,27,371,$75+,College degree,20,No,Female,1,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No
45,Unmarried,18,135,$75+,Did not complete high school,26,No,Female,1,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
26,Married,1,50,$50 - $74,High school degree,5,No,Male,5,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No
31,Unmarried,4,22,Under $25,Did not complete high school,4,No,Female,1,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
54,Married,15,354,$75+,High school degree,36,No,Male,3,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No
34,Married,15,38,$25 - $49,College degree,7,No,Male,5,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No
32,Married,5,45,$25 - $49,Did not complete high school,11,No,Male,4,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No
35,Unmarried,12,32,$25 - $49,High school degree,12,No,Female,2,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes
22,Married,1,32,$25 - $49,High school degree,1,No,Male,4,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No
25,Unmarried,0,30,$25 - $49,Some college,2,No,Male,2,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,No
59,Married,26,103,$75+,High school degree,19,No,Female,2,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No
28,Married,7,15,Under $25,Post-undergraduate degree,0,No,Female,6,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No
37,Married,11,52,$50 - $74,High school degree,12,No,Female,3,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No
43,Unmarried,7,29,$25 - $49,Did not complete high school,3,No,Male,2,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No
42,Married,13,69,$50 - $74,High school degree,16,No,Female,4,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No
35,Unmarried,4,38,$25 - $49,High school degree,7,No,Female,1,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes
22,Unmarried,3,32,$25 - $49,Did not complete high school,6,No,Male,2,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
55,Unmarried,22,298,$75+,College degree,28,No,Male,3,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No
63,Unmarried,43,11,Under $25,Did not complete high school,19,Yes,Male,1,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No
40,Married,21,61,$50 - $74,Some college,12,No,Male,2,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No
29,Unmarried,10,59,$50 - $74,Did not complete high school,6,No,Male,1,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No
32,Married,6,52,$50 - $74,Did not complete high school,8,No,Female,2,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No
47,Unmarried,18,138,$75+,College degree,8,No,Male,5,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
42,Unmarried,16,28,$25 - $49,Some college,0,No,Female,1,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes
50,Unmarried,3,23,Under $25,Did not complete high school,1,No,Female,1,No,No,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No
52,Married,29,34,$25 - $49,Some college,1,No,Female,2,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No
33,Married,0,26,$25 - $49,Did not complete high school,3,No,Female,3,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No
54,Unmarried,34,286,$75+,College degree,23,No,Male,1,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No
37,Married,16,32,$25 - $49,Did not complete high school,15,No,Female,3,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No
57,Married,20,307,$75+,College degree,20,No,Female,3,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No
70,Married,43,11,Under $25,High school degree,36,Yes,Male,2,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No
23,Married,3,14,Under $25,College degree,0,No,Female,4,Yes,Yes,No,No,No,No,No,Yes,No,Yes,No,Yes,No,Yes,No
55,Unmarried,30,196,$75+,Some college,17,No,Female,1,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,No
48,Unmarried,11,81,$75+,High school degree,19,No,Male,1,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No
38,Unmarried,12,40,$25 - $49,High school degree,18,No,Male,1,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
47,Married,9,65,$50 - $74,Did not complete high school,22,No,Male,2,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No
29,Unmarried,4,21,Under $25,College degree,2,No,Male,2,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No
27,Married,3,26,$25 - $49,Some college,0,No,Male,4,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No
29,Married,10,40,$25 - $49,Some college,7,No,Female,4,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No
28,Unmarried,2,26,$25 - $49,Did not complete high school,3,No,Male,1,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No
47,Married,24,55,$50 - $74,Some college,8,No,Female,5,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No
45,Married,14,22,Under $25,Some college,0,No,Female,2,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes
24,Unmarried,0,19,Under $25,Some college,0,No,Male,3,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No
41,Married,13,204,$75+,High school degree,20,No,Female,4,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No
18,Unmarried,0,13,Under $25,High school degree,0,No,Male,2,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
42,Unmarried,23,140,$75+,Some college,16,No,Female,1,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No
45,Married,25,46,$25 - $49,College degree,8,No,Male,2,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes
34,Married,2,40,$25 - $49,Post-undergraduate degree,6,No,Female,6,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No
38,Married,1,105,$75+,Some college,9,No,Female,4,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No
36,Unmarried,6,137,$75+,College degree,12,No,Male,3,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No
19,Married,0,16,Under $25,High school degree,0,No,Female,6,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,No
28,Unmarried,5,24,Under $25,Did not complete high school,5,No,Female,2,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No
41,Married,19,32,$25 - $49,High school degree,12,No,Male,2,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No
54,Unmarried,8,47,$25 - $49,College degree,7,No,Female,1,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No
42,Unmarried,1,207,$75+,Some college,14,No,Female,2,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No
47,Married,13,118,$75+,College degree,18,No,Male,2,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No
61,Unmarried,31,288,$75+,College degree,38,No,Female,1,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No
66,Married,1,13,Under $25,Did not complete high school,33,Yes,Male,2,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No
51,Married,17,73,$50 - $74,Some college,3,No,Male,3,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No
55,Unmarried,7,33,$25 - $49,Did not complete high school,9,No,Female,1,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No
36,Married,4,28,$25 - $49,Some college,5,No,Male,2,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No
39,Married,3,63,$50 - $74,Some college,5,No,Male,3,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No
38,Unmarried,2,30,$25 - $49,College degree,0,No,Male,1,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No
44,Married,11,89,$75+,Some college,15,No,Female,2,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No
52,Married,25,78,$75+,Did not complete high school,27,No,Female,2,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No
55,Unmarried,28,1045,$75+,Post-undergraduate degree,23,No,Female,1,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
58,Married,30,97,$75+,Did not complete high school,28,No,Male,4,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No
61,Unmarried,0,119,$75+,High school degree,19,No,Male,1,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No
64,Unmarried,18,10,Under $25,Did not complete high school,6,Yes,Female,1,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No
45,Married,11,242,$75+,Some college,22,No,Female,4,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
66,Unmarried,21,333,$75+,Did not complete high school,44,No,Male,1,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No
31,Unmarried,5,29,$25 - $49,High school degree,2,No,Female,1,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes
31,Unmarried,4,26,$25 - $49,High school degree,4,No,Male,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No
36,Married,1,56,$50 - $74,College degree,9,No,Male,6,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No
20,Unmarried,0,21,Under $25,Some college,0,No,Female,3,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No
40,Married,0,35,$25 - $49,Some college,4,No,Female,2,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No
38,Married,12,40,$25 - $49,High school degree,3,No,Male,2,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No
51,Unmarried,17,89,$75+,High school degree,12,No,Male,1,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
47,Unmarried,16,36,$25 - $49,Did not complete high school,7,No,Female,1,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No
31,Married,10,32,$25 - $49,Some college,4,No,Female,2,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No
34,Unmarried,8,44,$25 - $49,College degree,4,No,Female,1,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No
35,Married,7,41,$25 - $49,High school degree,7,No,Male,3,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No
66,Unmarried,36,45,$25 - $49,Did not complete high school,16,No,Male,1,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No
63,Unmarried,11,118,$75+,Did not complete high school,14,No,Female,1,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No
34,Married,14,102,$75+,College degree,9,No,Female,4,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No
37,Married,6,31,$25 - $49,Some college,7,No,Female,5,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
34,Married,11,37,$25 - $49,Did not complete high school,5,No,Male,2,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes
36,Married,7,109,$75+,College degree,4,No,Male,2,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No
42,Unmarried,17,42,$25 - $49,College degree,8,No,Male,1,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No
63,Unmarried,12,143,$75+,Did not complete high school,39,No,Female,1,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No
30,Married,5,50,$50 - $74,College degree,5,No,Female,4,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No
58,Married,5,280,$75+,Did not complete high school,37,No,Female,6,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No
36,Unmarried,11,37,$25 - $49,High school degree,15,No,Female,1,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No
53,Married,31,393,$75+,Some college,32,No,Female,2,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No
43,Unmarried,3,86,$75+,College degree,10,No,Female,1,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,No
33,Unmarried,3,24,Under $25,College degree,3,No,Female,1,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No
37,Married,2,88,$75+,College degree,5,No,Female,3,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No
43,Married,13,66,$50 - $74,Some college,8,No,Female,2,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No
45,Unmarried,4,196,$75+,Some college,21,No,Female,1,Yes,No,No,No,No Answer,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No
37,Unmarried,5,27,$25 - $49,Some college,15,No,Female,1,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No
19,Unmarried,0,15,Under $25,High school degree,0,No,Male,3,No,No,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,No
55,Unmarried,11,66,$50 - $74,High school degree,15,No,Male,4,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
40,Unmarried,12,94,$75+,High school degree,3,No,Male,1,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No
61,Unmarried,27,11,Under $25,Some college,12,Yes,Female,1,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes
25,Married,3,20,Under $25,Did not complete high school,9,No,Female,3,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes
35,Unmarried,11,116,$75+,Post-undergraduate degree,5,No,Male,1,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No
60,Unmarried,37,43,$25 - $49,Did not complete high school,8,No,Male,1,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No
37,Unmarried,9,54,$50 - $74,Post-undergraduate degree,11,No,Male,1,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No
38,Unmarried,8,76,$75+,Some college,13,No,Female,1,No,No,No,No,No Answer,No,No,Yes,Yes,Yes,No,Yes,No,No,No
46,Unmarried,7,36,$25 - $49,High school degree,13,No,Female,1,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No
43,Unmarried,0,56,$50 - $74,College degree,3,No,Male,1,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No
40,Married,18,50,$50 - $74,College degree,5,No,Male,6,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No
34,Unmarried,14,22,Under $25,Some college,5,No,Female,1,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,No
40,Married,0,33,$25 - $49,Post-undergraduate degree,3,No,Male,3,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No
44,Married,11,41,$25 - $49,Post-undergraduate degree,5,No,Female,6,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No
28,Married,5,41,$25 - $49,High school degree,6,No,Male,5,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No
47,Married,8,65,$50 - $74,College degree,11,No,Male,3,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No
23,Married,2,25,$25 - $49,Some college,1,No,Male,3,No,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No
51,Married,4,33,$25 - $49,High school degree,1,No,Male,2,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No
39,Married,0,23,Under $25,Did not complete high school,2,No,Male,2,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes
54,Married,33,61,$50 - $74,Did not complete high school,11,No,Female,2,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No
54,Unmarried,21,314,$75+,Some college,24,No,Female,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No
28,Unmarried,6,42,$25 - $49,High school degree,8,No,Male,4,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No
26,Married,6,26,$25 - $49,Post-undergraduate degree,0,No,Female,2,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No
42,Married,22,58,$50 - $74,Post-undergraduate degree,2,No,Female,4,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
44,Married,14,40,$25 - $49,Did not complete high school,7,No,Female,2,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No
41,Married,1,43,$25 - $49,Some college,17,No,Female,5,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
40,Married,8,33,$25 - $49,Did not complete high school,8,No,Male,2,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No
39,Married,15,52,$50 - $74,High school degree,12,No,Female,3,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes
35,Unmarried,8,57,$50 - $74,Some college,6,No,Male,1,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes
45,Married,17,143,$75+,Some college,7,No,Female,2,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No
48,Married,17,56,$50 - $74,College degree,18,No,Female,6,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No
71,Unmarried,50,69,$50 - $74,Did not complete high school,21,No,Female,1,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No
31,Unmarried,11,34,$25 - $49,High school degree,4,No,Male,1,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No
50,Married,16,346,$75+,Post-undergraduate degree,15,No,Male,2,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No
55,Unmarried,13,167,$75+,Post-undergraduate degree,25,No,Male,2,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No
32,Married,7,27,$25 - $49,High school degree,0,No,Male,4,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
51,Unmarried,15,126,$75+,High school degree,30,No,Female,1,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No
52,Unmarried,18,46,$25 - $49,High school degree,23,No,Male,1,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes
46,Unmarried,7,33,$25 - $49,Some college,0,No,Female,1,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,No
49,Unmarried,30,349,$75+,Some college,27,No,Male,1,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No
48,Unmarried,23,40,$25 - $49,Did not complete high school,0,No,Male,2,No,No,Yes,No,No Answer,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No
23,Unmarried,0,20,Under $25,College degree,0,No,Female,1,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No
52,Married,24,73,$50 - $74,Did not complete high school,19,No,Female,3,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,No
50,Unmarried,19,66,$50 - $74,Some college,28,No,Male,1,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No
60,Married,35,102,$75+,High school degree,23,No,Female,2,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No
21,Unmarried,1,14,Under $25,High school degree,0,No,Male,4,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No
36,Married,1,45,$25 - $49,Post-undergraduate degree,8,No,Male,2,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
49,Unmarried,8,50,$50 - $74,Did not complete high school,8,No,Male,1,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No
48,Married,25,123,$75+,College degree,18,No,Male,6,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No
25,Unmarried,4,64,$50 - $74,Some college,4,No,Female,3,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
35,Married,4,28,$25 - $49,High school degree,4,No,Female,3,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
49,Unmarried,25,102,$75+,Post-undergraduate degree,1,No,Female,1,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No
47,Married,11,107,$75+,College degree,22,No,Male,3,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,No
27,Unmarried,5,26,$25 - $49,High school degree,8,No,Female,3,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No
34,Married,11,24,Under $25,High school degree,1,No,Female,7,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No
36,Married,17,30,$25 - $49,Did not complete high school,6,No,Female,5,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
50,Married,22,37,$25 - $49,Did not complete high school,6,No,Male,2,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
29,Unmarried,2,28,$25 - $49,Post-undergraduate degree,1,No,Female,1,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No
33,Married,13,21,Under $25,Did not complete high school,0,No,Male,3,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No
42,Unmarried,13,26,$25 - $49,Did not complete high school,7,No,Male,1,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No
33,Married,13,23,Under $25,Did not complete high school,5,No,Male,4,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No
30,Married,6,32,$25 - $49,Some college,9,No,Male,3,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
51,Unmarried,32,146,$75+,Did not complete high school,26,No,Male,1,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes
27,Unmarried,3,28,$25 - $49,Some college,0,No,Male,1,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No
29,Unmarried,7,16,Under $25,Some college,5,No,Male,1,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No
32,Unmarried,3,37,$25 - $49,College degree,5,No,Male,1,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
44,Married,5,31,$25 - $49,Did not complete high school,9,No,Male,4,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No
34,Married,15,112,$75+,College degree,10,No,Male,5,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No
20,Married,1,32,$25 - $49,Some college,0,No,Female,2,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,No
49,Unmarried,17,78,$75+,Did not complete high school,17,No,Male,1,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes
34,Unmarried,14,100,$75+,College degree,5,No,Female,1,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No
34,Married,9,30,$25 - $49,High school degree,12,No,Male,2,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
31,Unmarried,10,51,$50 - $74,High school degree,10,No,Female,1,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No
39,Married,20,238,$75+,College degree,15,No,Female,2,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No
33,Married,14,42,$25 - $49,College degree,0,No,Male,6,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No
54,Married,29,69,$50 - $74,Did not complete high school,23,No,Female,6,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No
31,Unmarried,5,60,$50 - $74,College degree,4,No,Female,1,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No
34,Unmarried,6,71,$50 - $74,Did not complete high school,12,No,Female,2,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No
29,Married,2,28,$25 - $49,College degree,2,No,Female,4,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes
24,Unmarried,2,15,Under $25,Did not complete high school,3,No,Male,1,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No
49,Married,22,154,$75+,High school degree,19,No,Female,6,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No
