age,car,carcat,empcat,jobsat
36,14.5,Economy,Less than 5,Neutral
33,11.3,Economy,5 to 15,Somewhat satisfied
34,14.5,Economy,Less than 5,Somewhat dissatisfied
57,83.6,Luxury,More than 15,Highly satisfied
36,23.400000000000002,Standard,5 to 15,Somewhat satisfied
39,20.400000000000002,Standard,Less than 5,Highly dissatisfied
26,16.900000000000002,Standard,Less than 5,Neutral
42,25.400000000000002,Standard,More than 15,Highly satisfied
33,60.800000000000004,Luxury,5 to 15,Somewhat satisfied
42,16.400000000000002,Standard,Less than 5,Highly dissatisfied
46,17.6,Standard,5 to 15,Somewhat dissatisfied
28,11.9,Economy,Less than 5,Neutral
40,17.900000000000002,Standard,Less than 5,Somewhat dissatisfied
47,17.5,Standard,Less than 5,Somewhat satisfied
25,13.600000000000001,Economy,5 to 15,Somewhat dissatisfied
30,10.100000000000001,Economy,Less than 5,Somewhat dissatisfied
57,72.8,Luxury,More than 15,Somewhat satisfied
23,18,Standard,Less than 5,Somewhat dissatisfied
23,6.4,Economy,Less than 5,Somewhat satisfied
38,16.8,Standard,5 to 15,Neutral
37,19.8,Standard,5 to 15,Somewhat dissatisfied
47,9.5,Economy,Less than 5,Highly dissatisfied
20,18.5,Standard,Less than 5,Highly dissatisfied
19,7.2,Economy,Less than 5,Highly dissatisfied
26,10.700000000000001,Economy,5 to 15,Neutral
25,46.1,Luxury,Less than 5,Highly dissatisfied
39,15.600000000000001,Standard,More than 15,Somewhat satisfied
31,13,Economy,Less than 5,Somewhat dissatisfied
37,15.4,Standard,5 to 15,Somewhat satisfied
44,12.200000000000001,Economy,5 to 15,Somewhat dissatisfied
43,37,Luxury,More than 15,Somewhat satisfied
50,17.400000000000002,Standard,5 to 15,Neutral
45,7.9,Economy,Less than 5,Highly dissatisfied
62,46.800000000000004,Luxury,More than 15,Highly satisfied
51,18.3,Standard,Less than 5,Highly satisfied
34,32,Luxury,5 to 15,Somewhat satisfied
47,59.7,Luxury,More than 15,Somewhat dissatisfied
49,32.6,Luxury,5 to 15,Neutral
40,30.5,Luxury,More than 15,Somewhat satisfied
37,43.1,Luxury,5 to 15,Neutral
32,15.100000000000001,Standard,Less than 5,Highly dissatisfied
57,9.5,Economy,More than 15,Highly dissatisfied
26,7.9,Economy,5 to 15,Somewhat satisfied
36,18.5,Standard,Less than 5,Highly dissatisfied
29,46.900000000000006,Luxury,Less than 5,Highly dissatisfied
22,17.5,Standard,Less than 5,Highly dissatisfied
28,7.4,Economy,Less than 5,Highly dissatisfied
44,22.1,Standard,5 to 15,Somewhat dissatisfied
21,7,Economy,Less than 5,Neutral
39,14.100000000000001,Economy,5 to 15,Neutral
43,11.100000000000001,Economy,Less than 5,Somewhat satisfied
30,19.400000000000002,Standard,5 to 15,Neutral
35,10.100000000000001,Economy,5 to 15,Highly dissatisfied
54,76.9,Luxury,More than 15,Somewhat satisfied
48,86.2,Luxury,More than 15,Somewhat satisfied
30,22.200000000000003,Standard,Less than 5,Somewhat dissatisfied
34,30.700000000000003,Luxury,5 to 15,Highly satisfied
58,61.900000000000006,Luxury,More than 15,Somewhat satisfied
62,17.400000000000002,Standard,5 to 15,Somewhat dissatisfied
39,24.700000000000003,Standard,More than 15,Highly satisfied
60,53.900000000000006,Luxury,More than 15,Somewhat satisfied
64,53.1,Luxury,More than 15,Highly satisfied
43,25.400000000000002,Standard,5 to 15,Somewhat satisfied
42,11.200000000000001,Economy,Less than 5,Somewhat dissatisfied
19,17.1,Standard,Less than 5,Somewhat dissatisfied
37,14.700000000000001,Economy,5 to 15,Neutral
57,12.9,Economy,5 to 15,Somewhat satisfied
57,10.700000000000001,Economy,Less than 5,Somewhat satisfied
23,9,Economy,Less than 5,Somewhat satisfied
39,24.6,Standard,5 to 15,Neutral
35,17.2,Standard,5 to 15,Neutral
34,25.900000000000002,Standard,5 to 15,Somewhat satisfied
46,87.5,Luxury,More than 15,Highly satisfied
48,69.5,Luxury,More than 15,Highly satisfied
37,16.1,Standard,5 to 15,Somewhat dissatisfied
28,15.5,Standard,5 to 15,Neutral
26,8.5,Economy,Less than 5,Highly dissatisfied
62,41.2,Luxury,More than 15,Highly satisfied
63,46.400000000000006,Luxury,More than 15,Highly satisfied
32,14.100000000000001,Economy,5 to 15,Somewhat satisfied
49,85.30000000000001,Luxury,5 to 15,Neutral
49,10.700000000000001,Economy,Less than 5,Somewhat dissatisfied
22,13,Economy,Less than 5,Highly dissatisfied
53,38.900000000000006,Luxury,More than 15,Neutral
34,52.6,Luxury,5 to 15,Highly satisfied
52,91.5,Luxury,More than 15,Highly satisfied
43,9,Economy,Less than 5,Neutral
40,15.4,Standard,Less than 5,Neutral
52,11.200000000000001,Economy,Less than 5,Highly dissatisfied
56,63.800000000000004,Luxury,More than 15,Neutral
48,46.2,Luxury,More than 15,Somewhat satisfied
38,10.8,Economy,5 to 15,Neutral
34,18.7,Standard,Less than 5,Neutral
46,28.8,Standard,5 to 15,Somewhat dissatisfied
60,16.7,Standard,Less than 5,Neutral
31,16.3,Standard,5 to 15,Highly dissatisfied
30,17,Standard,5 to 15,Highly satisfied
41,33.1,Luxury,More than 15,Highly satisfied
49,23.5,Standard,Less than 5,Somewhat satisfied
27,16.5,Standard,5 to 15,Neutral
25,12.4,Economy,Less than 5,Highly dissatisfied
28,21.400000000000002,Standard,5 to 15,Somewhat satisfied
30,31.8,Luxury,5 to 15,Somewhat dissatisfied
26,9.5,Economy,Less than 5,Somewhat dissatisfied
32,22.5,Standard,5 to 15,Somewhat dissatisfied
38,35.2,Luxury,Less than 5,Neutral
30,10.600000000000001,Economy,Less than 5,Highly dissatisfied
50,77.80000000000001,Luxury,More than 15,Highly satisfied
44,65.2,Luxury,More than 15,Neutral
38,14.700000000000001,Economy,5 to 15,Highly satisfied
44,16.3,Standard,Less than 5,Highly dissatisfied
28,13.8,Economy,Less than 5,Somewhat dissatisfied
33,39.5,Luxury,5 to 15,Somewhat satisfied
30,12.600000000000001,Economy,5 to 15,Somewhat dissatisfied
26,14,Economy,Less than 5,Neutral
37,15,Standard,Less than 5,Somewhat dissatisfied
39,12.700000000000001,Economy,5 to 15,Somewhat dissatisfied
31,13.3,Economy,Less than 5,Somewhat dissatisfied
50,32.1,Luxury,More than 15,Somewhat satisfied
29,11.5,Economy,5 to 15,Somewhat dissatisfied
39,17,Standard,Less than 5,Neutral
39,22.6,Standard,More than 15,Somewhat dissatisfied
53,12.9,Economy,Less than 5,Somewhat dissatisfied
71,16,Standard,More than 15,Highly satisfied
60,30.900000000000002,Luxury,5 to 15,Somewhat dissatisfied
42,39.5,Luxury,5 to 15,Somewhat satisfied
36,46.800000000000004,Luxury,Less than 5,Neutral
48,37.5,Luxury,5 to 15,Somewhat dissatisfied
42,27.8,Standard,5 to 15,Somewhat satisfied
59,16.8,Standard,5 to 15,Somewhat dissatisfied
49,46.300000000000004,Luxury,Less than 5,Somewhat satisfied
32,18.2,Standard,5 to 15,Somewhat satisfied
26,10.8,Economy,Less than 5,Highly dissatisfied
27,13.3,Economy,Less than 5,Somewhat dissatisfied
49,16.5,Standard,5 to 15,Neutral
53,50.400000000000006,Luxury,More than 15,Highly dissatisfied
54,69.1,Luxury,More than 15,Highly satisfied
31,22.8,Standard,Less than 5,Highly dissatisfied
66,25.8,Standard,More than 15,Somewhat satisfied
38,19.900000000000002,Standard,5 to 15,Highly satisfied
47,10.8,Economy,Less than 5,Neutral
43,17.400000000000002,Standard,5 to 15,Neutral
24,7.4,Economy,Less than 5,Somewhat dissatisfied
65,41.5,Luxury,More than 15,Somewhat satisfied
41,14.200000000000001,Economy,Less than 5,Somewhat satisfied
36,9,Economy,Less than 5,Neutral
35,15.4,Standard,5 to 15,Neutral
28,13.100000000000001,Economy,5 to 15,Somewhat dissatisfied
65,34.7,Luxury,More than 15,Highly satisfied
28,17.5,Standard,5 to 15,Highly dissatisfied
47,83.60000000000001,Luxury,5 to 15,Somewhat satisfied
44,54.800000000000004,Luxury,More than 15,Somewhat dissatisfied
42,15.200000000000001,Standard,Less than 5,Highly satisfied
49,21,Standard,Less than 5,Somewhat satisfied
54,21.900000000000002,Standard,5 to 15,Somewhat dissatisfied
28,12,Economy,5 to 15,Somewhat satisfied
55,45.300000000000004,Luxury,5 to 15,Highly dissatisfied
26,31.900000000000002,Luxury,Less than 5,Highly dissatisfied
38,63.2,Luxury,More than 15,Somewhat satisfied
29,23.6,Standard,Less than 5,Highly dissatisfied
30,9.9,Economy,Less than 5,Somewhat dissatisfied
30,16.6,Standard,Less than 5,Neutral
58,16.2,Standard,More than 15,Somewhat dissatisfied
47,41.7,Luxury,More than 15,Somewhat dissatisfied
60,21.200000000000003,Standard,More than 15,Highly satisfied
53,51.900000000000006,Luxury,More than 15,Highly satisfied
38,24.5,Standard,More than 15,Neutral
31,24,Standard,Less than 5,Somewhat satisfied
75,5.800000000000001,Economy,More than 15,Highly satisfied
54,88.60000000000001,Luxury,5 to 15,Somewhat satisfied
41,33.4,Luxury,More than 15,Highly satisfied
31,16.400000000000002,Standard,Less than 5,Highly dissatisfied
45,86.2,Luxury,More than 15,Highly satisfied
24,10.8,Economy,Less than 5,Neutral
50,74.4,Luxury,More than 15,Somewhat satisfied
42,10.200000000000001,Economy,Less than 5,Somewhat dissatisfied
22,29.6,Standard,Less than 5,Somewhat dissatisfied
29,12.5,Economy,5 to 15,Neutral
43,21.6,Standard,Less than 5,Neutral
31,14,Economy,Less than 5,Highly dissatisfied
28,20.8,Standard,Less than 5,Somewhat dissatisfied
28,23.900000000000002,Standard,Less than 5,Highly dissatisfied
41,58.900000000000006,Luxury,5 to 15,Neutral
52,37.9,Luxury,More than 15,Neutral
45,31.200000000000003,Luxury,More than 15,Neutral
36,25.700000000000003,Standard,5 to 15,Somewhat dissatisfied
25,10,Economy,Less than 5,Somewhat dissatisfied
34,16.900000000000002,Standard,Less than 5,Somewhat dissatisfied
20,15.100000000000001,Standard,Less than 5,Neutral
31,15.200000000000001,Standard,5 to 15,Somewhat dissatisfied
35,24.200000000000003,Standard,5 to 15,Somewhat satisfied
21,9,Economy,Less than 5,Somewhat dissatisfied
42,23.6,Standard,5 to 15,Highly satisfied
33,16.1,Standard,Less than 5,Highly dissatisfied
40,57.5,Luxury,5 to 15,Highly satisfied
47,28.6,Standard,More than 15,Somewhat dissatisfied
65,76.3,Luxury,More than 15,Somewhat satisfied
34,11.3,Economy,Less than 5,Highly dissatisfied
26,15.100000000000001,Standard,5 to 15,Somewhat satisfied
61,11.600000000000001,Economy,Less than 5,Somewhat satisfied
42,45.800000000000004,Luxury,More than 15,Somewhat satisfied
59,22.700000000000003,Standard,More than 15,Neutral
36,16.6,Standard,Less than 5,Somewhat dissatisfied
55,98.80000000000001,Luxury,More than 15,Highly satisfied
41,14.100000000000001,Economy,Less than 5,Somewhat satisfied
55,56.400000000000006,Luxury,More than 15,Somewhat satisfied
59,18.400000000000002,Standard,5 to 15,Somewhat dissatisfied
51,53.1,Luxury,5 to 15,Somewhat satisfied
27,33.2,Luxury,Less than 5,Somewhat satisfied
57,75.8,Luxury,More than 15,Neutral
58,20.5,Standard,Less than 5,Somewhat dissatisfied
40,12.100000000000001,Economy,Less than 5,Neutral
32,18.5,Standard,5 to 15,Somewhat satisfied
29,29,Standard,Less than 5,Somewhat dissatisfied
47,17.6,Standard,5 to 15,Highly satisfied
48,75.5,Luxury,More than 15,Neutral
54,32,Luxury,Less than 5,Highly dissatisfied
42,31.700000000000003,Luxury,5 to 15,Somewhat dissatisfied
38,34.1,Luxury,More than 15,Neutral
52,19.5,Standard,5 to 15,Highly satisfied
56,26.6,Standard,5 to 15,Highly satisfied
19,13.700000000000001,Economy,Less than 5,Highly dissatisfied
65,38.800000000000004,Luxury,More than 15,Neutral
29,25,Standard,5 to 15,Highly satisfied
30,11.3,Economy,5 to 15,Somewhat dissatisfied
41,30.8,Luxury,5 to 15,Neutral
52,68.9,Luxury,More than 15,Somewhat satisfied
59,15.4,Standard,5 to 15,Highly satisfied
29,11.700000000000001,Economy,5 to 15,Highly satisfied
51,20.6,Standard,5 to 15,Somewhat dissatisfied
42,11.8,Economy,Less than 5,Somewhat dissatisfied
48,62.7,Luxury,More than 15,Somewhat satisfied
51,48.300000000000004,Luxury,More than 15,Neutral
50,15.600000000000001,Standard,Less than 5,Highly satisfied
29,15.100000000000001,Standard,5 to 15,Somewhat dissatisfied
46,54.6,Luxury,More than 15,Somewhat satisfied
36,98.2,Luxury,5 to 15,Somewhat satisfied
58,39.6,Luxury,More than 15,Highly satisfied
50,22.6,Standard,5 to 15,Neutral
32,17.900000000000002,Standard,Less than 5,Highly dissatisfied
39,8.8,Economy,5 to 15,Neutral
52,47.2,Luxury,More than 15,Highly satisfied
32,9,Economy,Less than 5,Highly dissatisfied
44,61,Luxury,5 to 15,Highly satisfied
37,13,Economy,5 to 15,Highly satisfied
35,22.700000000000003,Standard,5 to 15,Somewhat dissatisfied
35,24,Standard,5 to 15,Somewhat dissatisfied
46,95.5,Luxury,More than 15,Highly satisfied
63,51.400000000000006,Luxury,More than 15,Somewhat satisfied
42,14.100000000000001,Economy,Less than 5,Somewhat dissatisfied
24,10.600000000000001,Economy,Less than 5,Somewhat dissatisfied
34,18.900000000000002,Standard,More than 15,Somewhat dissatisfied
36,11.200000000000001,Economy,5 to 15,Neutral
39,27.900000000000002,Standard,5 to 15,Highly dissatisfied
49,49.6,Luxury,More than 15,Neutral
46,32.1,Luxury,More than 15,Highly satisfied
53,94.80000000000001,Luxury,More than 15,Neutral
49,12,Economy,Less than 5,Highly dissatisfied
55,86.4,Luxury,More than 15,Neutral
25,14.4,Economy,Less than 5,Somewhat satisfied
29,14.700000000000001,Economy,5 to 15,Somewhat dissatisfied
49,14.700000000000001,Economy,5 to 15,Highly satisfied
47,18.6,Standard,5 to 15,Neutral
53,63.6,Luxury,More than 15,Highly satisfied
38,24.6,Standard,5 to 15,Highly satisfied
47,79,Luxury,More than 15,Neutral
26,14.700000000000001,Economy,Less than 5,Somewhat dissatisfied
57,69.1,Luxury,More than 15,Neutral
24,38.5,Luxury,Less than 5,Somewhat satisfied
25,15.8,Standard,5 to 15,Highly dissatisfied
54,87.60000000000001,Luxury,More than 15,Highly satisfied
62,69.1,Luxury,More than 15,Highly satisfied
56,13.100000000000001,Economy,Less than 5,Highly dissatisfied
26,12.9,Economy,Less than 5,Somewhat satisfied
26,7.4,Economy,Less than 5,Highly dissatisfied
40,34.2,Luxury,More than 15,Somewhat dissatisfied
36,20.6,Standard,5 to 15,Somewhat dissatisfied
42,33.2,Luxury,Less than 5,Highly dissatisfied
34,23.200000000000003,Standard,Less than 5,Somewhat dissatisfied
48,23.1,Standard,More than 15,Somewhat dissatisfied
29,67.60000000000001,Luxury,5 to 15,Highly satisfied
36,37.300000000000004,Luxury,5 to 15,Somewhat dissatisfied
58,36.800000000000004,Luxury,5 to 15,Neutral
42,61.900000000000006,Luxury,More than 15,Highly satisfied
57,40.400000000000006,Luxury,More than 15,Somewhat dissatisfied
31,34.1,Luxury,5 to 15,Neutral
41,17.7,Standard,5 to 15,Somewhat dissatisfied
38,38.400000000000006,Luxury,5 to 15,Somewhat satisfied
21,12.8,Economy,Less than 5,Somewhat dissatisfied
31,21.6,Standard,5 to 15,Highly dissatisfied
30,18.8,Standard,5 to 15,Neutral
44,21.6,Standard,More than 15,Neutral
31,9.1,Economy,Less than 5,Somewhat dissatisfied
26,8.9,Economy,Less than 5,Highly satisfied
51,14.5,Economy,5 to 15,Neutral
34,32,Luxury,5 to 15,Highly satisfied
52,17.3,Standard,5 to 15,Neutral
28,13.600000000000001,Economy,Less than 5,Highly dissatisfied
54,25.5,Standard,Less than 5,Neutral
43,51.6,Luxury,More than 15,Highly satisfied
30,14,Economy,Less than 5,Somewhat satisfied
44,21.8,Standard,Less than 5,Highly dissatisfied
39,27.1,Standard,5 to 15,Neutral
50,19.1,Standard,Less than 5,Highly dissatisfied
48,45.1,Luxury,More than 15,Highly satisfied
43,21.5,Standard,Less than 5,Somewhat satisfied
41,44.7,Luxury,More than 15,Somewhat dissatisfied
45,11.600000000000001,Economy,5 to 15,Somewhat satisfied
37,12.4,Economy,5 to 15,Neutral
56,30.900000000000002,Luxury,5 to 15,Highly dissatisfied
29,15.200000000000001,Standard,5 to 15,Highly dissatisfied
54,10.700000000000001,Economy,Less than 5,Highly dissatisfied
40,43.900000000000006,Luxury,More than 15,Somewhat satisfied
48,20.8,Standard,Less than 5,Highly satisfied
50,56,Luxury,More than 15,Neutral
22,7.9,Economy,Less than 5,Neutral
26,37.300000000000004,Luxury,Less than 5,Highly dissatisfied
44,38.6,Luxury,5 to 15,Highly satisfied
30,13,Economy,Less than 5,Somewhat dissatisfied
53,37.7,Luxury,More than 15,Somewhat dissatisfied
53,69.8,Luxury,More than 15,Somewhat satisfied
52,20,Standard,More than 15,Somewhat satisfied
41,16,Standard,Less than 5,Highly dissatisfied
28,11.700000000000001,Economy,Less than 5,Highly dissatisfied
36,47.800000000000004,Luxury,5 to 15,Somewhat dissatisfied
25,8.6,Economy,Less than 5,Highly satisfied
77,22.200000000000003,Standard,More than 15,Somewhat satisfied
21,9.600000000000001,Economy,Less than 5,Highly dissatisfied
41,73.9,Luxury,5 to 15,Somewhat satisfied
59,5.1000000000000005,Economy,5 to 15,Somewhat satisfied
56,14.8,Economy,5 to 15,Somewhat dissatisfied
47,81.30000000000001,Luxury,5 to 15,Highly satisfied
50,21.200000000000003,Standard,Less than 5,Highly dissatisfied
33,22.400000000000002,Standard,5 to 15,Somewhat dissatisfied
33,36.1,Luxury,5 to 15,Somewhat satisfied
35,31.5,Luxury,5 to 15,Neutral
38,33.6,Luxury,5 to 15,Neutral
32,23.3,Standard,Less than 5,Somewhat dissatisfied
35,14.4,Economy,5 to 15,Highly dissatisfied
61,4.6000000000000005,Economy,Less than 5,Neutral
56,79.5,Luxury,More than 15,Highly satisfied
54,16.2,Standard,5 to 15,Somewhat satisfied
47,28.700000000000003,Standard,5 to 15,Somewhat dissatisfied
63,27,Standard,More than 15,Neutral
39,71.8,Luxury,5 to 15,Neutral
51,24.400000000000002,Standard,More than 15,Neutral
32,31.5,Luxury,5 to 15,Somewhat dissatisfied
45,70,Luxury,5 to 15,Neutral
36,9.8,Economy,Less than 5,Neutral
62,79.6,Luxury,More than 15,Highly dissatisfied
64,75,Luxury,More than 15,Somewhat satisfied
42,31.200000000000003,Luxury,5 to 15,Highly dissatisfied
31,24.6,Standard,5 to 15,Neutral
24,7.800000000000001,Economy,Less than 5,Somewhat dissatisfied
38,44.6,Luxury,5 to 15,Neutral
45,26.900000000000002,Standard,Less than 5,Highly dissatisfied
24,10.200000000000001,Economy,Less than 5,Neutral
42,14.5,Economy,5 to 15,Somewhat dissatisfied
42,9.4,Economy,5 to 15,Highly dissatisfied
29,9.600000000000001,Economy,Less than 5,Neutral
41,15.700000000000001,Standard,More than 15,Highly satisfied
55,81.5,Luxury,More than 15,Somewhat satisfied
60,59.5,Luxury,5 to 15,Neutral
37,31.400000000000002,Luxury,5 to 15,Neutral
26,44,Luxury,Less than 5,Highly dissatisfied
53,30.200000000000003,Luxury,More than 15,Highly satisfied
45,19.8,Standard,5 to 15,Neutral
46,55.800000000000004,Luxury,More than 15,Somewhat satisfied
49,47.6,Luxury,5 to 15,Somewhat satisfied
38,20.900000000000002,Standard,Less than 5,Somewhat dissatisfied
27,16.7,Standard,Less than 5,Somewhat dissatisfied
47,31.6,Luxury,5 to 15,Neutral
48,72.60000000000001,Luxury,More than 15,Highly satisfied
43,80.1,Luxury,5 to 15,Neutral
45,48.400000000000006,Luxury,More than 15,Highly satisfied
31,25,Standard,Less than 5,Neutral
38,43.900000000000006,Luxury,5 to 15,Highly satisfied
33,12.3,Economy,Less than 5,Neutral
48,30.6,Luxury,More than 15,Somewhat satisfied
41,83.80000000000001,Luxury,More than 15,Somewhat satisfied
60,48.900000000000006,Luxury,5 to 15,Neutral
42,28.700000000000003,Standard,5 to 15,Neutral
37,10.8,Economy,5 to 15,Neutral
25,20.1,Standard,Less than 5,Highly dissatisfied
24,7.5,Economy,Less than 5,Highly dissatisfied
22,9.4,Economy,Less than 5,Highly dissatisfied
51,34.300000000000004,Luxury,5 to 15,Somewhat satisfied
38,9.5,Economy,5 to 15,Neutral
49,11.600000000000001,Economy,5 to 15,Highly satisfied
31,19.200000000000003,Standard,5 to 15,Somewhat satisfied
31,17.6,Standard,5 to 15,Somewhat dissatisfied
37,20.900000000000002,Standard,5 to 15,Somewhat dissatisfied
58,10.3,Economy,5 to 15,Neutral
28,21.200000000000003,Standard,5 to 15,Somewhat dissatisfied
42,30.1,Luxury,More than 15,Highly satisfied
24,10.9,Economy,Less than 5,Neutral
30,10.600000000000001,Economy,Less than 5,Highly dissatisfied
37,13.8,Economy,5 to 15,Neutral
56,77.2,Luxury,More than 15,Highly satisfied
44,88.2,Luxury,More than 15,Neutral
32,19.200000000000003,Standard,Less than 5,Somewhat dissatisfied
54,62.5,Luxury,More than 15,Somewhat satisfied
